,timestamp,sender,messages,sentiment_per_chat,sentiment_per_sesi,session_index,file_index,preprocessed
0,25/6/20,mahasiswa,"Selamat siang Pak [DOSEN]. Mohon maaf mengganggu waktunya, nama saya [MHS] dari Prodi Teknik Informatika 2017. Saya ingin bertanya tentang ketersediaan Bapak untuk menjadi dosen pembimbing skripsi 1 saya. Topik yang ingin saya angkat adalah ""Sistem Temu Kembali Informasi Artikel terkait COVID-19 dengan Metode Pembobotan TF-IDF dan Model Vector Space"". Apakah sekiranya topik saya dapat diangkat untuk penelitian skripsi? Dan apakah Bapak bersedia untuk menjadi pembimbing skripsi saya? Terima kasih atas perhatian dan waktunya.",1,1,0,3,"['selamat', 'siang', 'dosen', 'mohon', 'maaf', 'ganggu', 'nama', 'mahasiswa', 'prodi', 'teknik', 'informatika', '2017', 'sedia', 'dosen', 'bimbing', 'skripsi', '1', 'topik', 'angkat', 'sistem', 'temu', 'informasi', 'artikel', 'kait', 'covid-19', 'metode', 'bobot', 'tf-idf', 'model', 'vector', 'space', 'sekira', 'topik', 'angkat', 'teliti', 'skripsi', 'sedia', 'bimbing', 'skripsi', 'terima', 'kasih', 'perhati']"
1,25/6/20,dosen,"Baik [MHS], saya bersedia.  Terkait judul, tolong mencari dulu -+ 2 - 3 paper Internasiona terkait ""word embedding"" lalu review secara singkat untuk ditambahkan pada daftar referensi dan dimunculkan pada judul Anda. ",1,1,0,3,"['mahasiswa', 'sedia', 'kait', 'judul', 'tolong', 'cari', '-', '2', '-', '3', 'paper', 'internasiona', 'kait', 'word', 'embedding', 'ulas', 'singkat', 'daftar', 'referensi', 'muncul', 'judul']"
2,25/6/20,mahasiswa,Baik pak. Akan saya cari dan tambahkan. Terima kasih atas perhatiannya.,1,1,0,3,"['cari', 'terima', 'kasih', 'perhati']"
3,13/8/20,mahasiswa,"Selamat siang Pak [DOSEN]. Mohon mqqf menggangu waktunya. Saya [MHS] dari TIF 2017 yang waktu itu meminta untuk menjadi mahasiswa bimbingan skripsi bapak.  Topik yang saya ambil waktu itu ""Sistem Temu Kembali Informasi Artikel terkait COVID-19 dengan Metode Pembobotan TF-IDF dan Model Vector Space"". Setelah mengikuti saran bapak, saya sudah mencari beberapa jurnal yang membahas tentang vector space dengan word embedding. Apakah untuk penggunaan Word Embeddingnya pada metode penelitian secara keseluruhan atau akan dijadikan pembading hasil antara menggunakan word embedding atau tidak ya pak?  Terima kasih atas perhatian dan waktunya. ",1,-1,1,3,"['selamat', 'siang', 'dosen', 'mohon', 'maaf', 'menggangu', 'mahasiswa', 'teknik informatika', '2017', 'mahasiswa', 'bimbing', 'skripsi', 'topik', 'ambil', 'sistem', 'temu', 'informasi', 'artikel', 'kait', 'covid-19', 'metode', 'bobot', 'tf-idf', 'model', 'vector', 'space', 'saran', 'cari', 'jurnal', 'bahas', 'vector', 'space', 'word', 'embedding', 'word', 'embeddingnya', 'metode', 'teliti', 'pembading', 'hasil', 'word', 'embedding', 'iya', 'terima', 'kasih', 'perhati']"
4,14/8/20,dosen,"Baik [MHS], saran saya Word Embeddingnya digunakan keseluruhan dan pada pengujian akhir nanti ada perbandingan dgn vs tanpa Word Embedding ",1,1,2,3,"['mahasiswa', 'saran', 'word', 'embeddingnya', 'uji', 'banding', 'versus', 'word', 'embedding']"
5,14/8/20,mahasiswa,"Baik pak, terima kasih. Selanjutnya, untuk pra proposalnya juga sudah selesai saya susun, dikumpulkan langsung ke Filkom Apps atau melalui WA terlebih dahulu ya pak? ",1,1,2,3,"['terima', 'kasih', 'pra', 'proposal', 'selesai', 'susun', 'kumpul', 'langsung', 'filkom', 'apps', 'wa', 'iya']"
6,14/8/20,dosen,"Baik [MHS], silahkan diupload langsung ke Filkom App. *Mohon nanti implementasinya buat dengan ""Add-Ins"" dengan Node.js atau Visual Studio 2019 pada MS-Word, lihata dari docs.microsoft.com/en-us/office/dev/add-ins/quickstarts/word-quickstart?tabs=yeomangenerator ",1,1,2,3,"['mahasiswa', 'silah', 'diupload', 'langsung', 'filkom', 'app', 'mohon', 'implementasi', 'add-ins', 'node', 'js', 'visual', 'studio', '2019', 'ms-word', 'lihata', 'docs', 'microsoft', 'com', 'en-us', 'office', 'dev', 'add-ins', 'quickstarts', 'word-quickstart', 'tabs', 'yeomangenerator']"
7,14/8/20,dosen,*lihat,1,1,2,3,['lihat']
8,14/8/20,mahasiswa,Baik pak. Terima kasih atas sarannya.,1,1,2,3,"['terima', 'kasih', 'saran']"
9,24/8/20,mahasiswa,"Selamat siang Pak [DOSEN]. Mohon mqqf menggangu waktunya. Saya [MHS] dari TIF 2017 yang waktu itu meminta untuk menjadi mahasiswa bimbingan skripsi bapak.  Sesuai dengan prosedur yang ada, saya sudah upload pra proposal ke Filkom Apps.  Terima kasih atas perhatian dan waktunya. ",1,-1,3,3,"['selamat', 'siang', 'dosen', 'mohon', 'maaf', 'menggangu', 'mahasiswa', 'teknik informatika', '2017', 'mahasiswa', 'bimbing', 'skripsi', 'sesuai', 'prosedur', 'unggah', 'pra', 'proposal', 'filkom', 'apps', 'terima', 'kasih', 'perhati']"
