,timestamp,sender,messages,sentiment_per_chat,sentiment_per_sesi,session_index,file_index,preprocessed
0,13/02/20,mahasiswa,"Assalamualaikum pak, Selamat pagi, maaf mengganggu waktunya, saya [MHS], mahasiswa Informatika angkatan 2016 ingin bertanya, untuk hari ini, bapak ada waktu kosong pada jam berapa? Saya ingin melakukan bimbingan konsul terkait proposal Skripsi saya, Terimakasih",1,1,0,9,"['assalamualaikum', 'selamat', 'pagi', 'maaf', 'ganggu', 'mahasiswa', 'mahasiswa', 'informatika', 'angkat', '2016', 'kosong', 'jam', 'laku', 'bimbing', 'konsultasi', 'kait', 'proposal', 'skripsi', 'terima kasih']"
1,13/02/20,dosen,"Waalaikumussalam wrwb, insyaAllah jumat jam 13.30",1,1,0,9,"['waalaikumussalam', 'wrwb', 'insyaallah', 'jumat', 'jam', '13', '30']"
2,13/02/20,mahasiswa,"Baik pak, terimakasih untuk informasinya",1,1,0,9,"['terima kasih', 'informasi']"
3,24/02/20,mahasiswa,"Assalamualaikum pak, Selamat pagi, maaf mengganggu waktunya, saya [MHS], mahasiswa Informatika angkatan 2016 ingin bertanya, bapak ada waktu kosong pada hari dan jam berapa? Saya ingin melakukan bimbingan konsul terkait Skripsi saya, Terimakasih",1,1,1,9,"['assalamualaikum', 'selamat', 'pagi', 'maaf', 'ganggu', 'mahasiswa', 'mahasiswa', 'informatika', 'angkat', '2016', 'kosong', 'jam', 'laku', 'bimbing', 'konsultasi', 'kait', 'skripsi', 'terima kasih']"
4,24/02/20,dosen,"Waalaikumussalam wrwb, insyaAllah besok sktr jam 14.30",1,1,1,9,"['waalaikumussalam', 'wrwb', 'insyaallah', 'besok', 'jam', '14', '30']"
5,24/02/20,mahasiswa,Baik pak terimakasih untuk informasinya,1,1,1,9,"['terima kasih', 'informasi']"
6,02/03/20,mahasiswa,"Assalamualaikum pak, Selamat pagi, maaf mengganggu waktunya, saya [MHS], mahasiswa Informatika angkatan 2016 ingin bertanya, bapak ada waktu kosong pada hari dan jam berapa? Saya ingin melakukan bimbingan konsul terkait Skripsi saya, Terimakasih",1,1,2,9,"['assalamualaikum', 'selamat', 'pagi', 'maaf', 'ganggu', 'mahasiswa', 'mahasiswa', 'informatika', 'angkat', '2016', 'kosong', 'jam', 'laku', 'bimbing', 'konsultasi', 'kait', 'skripsi', 'terima kasih']"
7,02/03/20,dosen,"Waalaikumussalam wrwb, saya di ruangan sampai jam 9.30",1,1,2,9,"['waalaikumussalam', 'wrwb', 'ruang', 'jam', '9', '30']"
8,02/03/20,mahasiswa,Baik pak,1,1,2,9,[]
9,02/03/20,mahasiswa,Terimakasih untuk informasinya,1,1,2,9,"['terima kasih', 'informasi']"
10,03/03/20,dosen,Konsultasi skripsi dg saya rata-rata: Selasa 14.30-15.30 Rabu 09.00-10.30 Jumat 13.30-15.00,1,1,3,9,"['konsultasi', 'skripsi', 'selasa', '14', '30-15', '30', 'rabu', '09', '00-10', '30', 'jumat', '13', '30-15', '00']"
11,03/03/20,mahasiswa,"Baik pak, terimakasih untuk informasinya",1,1,3,9,"['terima kasih', 'informasi']"
12,20/03/20,mahasiswa,"Assalamualaikum pak, Selamat sore, maaf mengganggu waktunya, saya [MHS], mahasiswa Informatika angkatan 2016 ingin bertanya, dalam menu upload proposal Skripsi pada Filkom Apps, saya harus memasukkan judul skripsi saya, untuk judulnya apakah mengikuti judulnya yang lama, atau memakai judul yang baru, yaitu ""Pengembangan Domain Specific Language untuk Aplikasi CRUD berbasis Web""? Terimakasih",1,1,4,9,"['assalamualaikum', 'selamat', 'sore', 'maaf', 'ganggu', 'mahasiswa', 'mahasiswa', 'informatika', 'angkat', '2016', 'menu', 'unggah', 'proposal', 'skripsi', 'filkom', 'apps', 'masuk', 'judul', 'skripsi', 'judul', 'judul', 'pakai', 'judul', 'kembang', 'domain', 'specific', 'language', 'aplikasi', 'crud', 'bas', 'web', 'terima kasih']"
13,20/03/20,dosen,"Waalaikumussalam wrwb, menggunakan judul baru",1,1,4,9,"['waalaikumussalam', 'wrwb', 'judul']"
14,20/03/20,mahasiswa,"Baik pak, terimakasih",1,1,4,9,['terima kasih']
15,31/03/20,mahasiswa,"Assalamuailaikum pak, Selamat sore, maaf menganggu waktunya, saya [MHS], mahasiswa Informatika angkatan 2016, ingin bertanya, pada bab 4 mengenai Analisis Domain, apakah bisa saya menerapkan isi analisisnya yang memakai Feature Diagram, dengan mengikuti dari jurnal seperti ini ya pak?",1,1,5,9,"['assalamuailaikum', 'selamat', 'sore', 'maaf', 'menganggu', 'mahasiswa', 'mahasiswa', 'informatika', 'angkat', '2016', 'bab', '4', 'kena', 'analisis', 'domain', 'terap', 'isi', 'analisis', 'pakai', 'feature', 'diagram', 'jurnal', 'iya']"
16,31/03/20,mahasiswa,<DOC>,1,1,5,9,['doc']
17,31/03/20,dosen,"Waalaikumussalam wrwb, iya boleh",1,1,5,9,"['waalaikumussalam', 'wrwb', 'iya']"
18,31/03/20,mahasiswa,"baik pak, terimakasih",1,1,5,9,['terima kasih']
19,15/04/20,mahasiswa,<DOC>,1,1,6,9,['doc']
20,15/04/20,mahasiswa,"Assalamualaikum pak, Selamat Pagi, maaf menganggu waktunya, saya [MHS], mahasiswa Informatika angkatan 2016, ingin menyampaikan, bahwa saya sudah membuat analisis domain pada bab 4, berikut ini saya lampirkan file pdf, agar bisa bapak koreksi, dan bisa memberi tambahan, untuk grammar DSL, masih saya kerjakan saat ini, terimakasih",1,1,6,9,"['assalamualaikum', 'selamat', 'pagi', 'maaf', 'menganggu', 'mahasiswa', 'mahasiswa', 'informatika', 'angkat', '2016', 'analisis', 'domain', 'bab', '4', 'lampir', 'dokumen', 'pdf', 'koreksi', 'grammar', 'dsl', 'kerja', 'terima kasih']"
21,15/04/20,dosen,"Waalaikumussalam wrwb, utk bimbingan via email email@ub.ac.id dg menyertakan dokumen format docx",1,1,6,9,"['waalaikumussalam', 'wrwb', 'bimbing', 'via', 'email', 'email', 'dokumen', 'format', 'docx']"
