timestamp,sender,messages,sentiment_per_chat,sentiment_per_sesi
28/09/20 15.13,mahasiswa,"Selamat sore, Pak . Mohon maaf mengganggu waktunya. Saya  salah satu mahasiswi bimbingan bapak prodi TIF 2017. Saya ingin bertanya pak, sebelumnya pada pra-proposal saya metode yang saya gunakan untuk perancangan ux adalah design sprint. Setelah saya pelajari lebih lanjut, design sprint tidak dapat diterapkan pada studi kasus saya di SDN Wates. Saya ingin mengganti metode dengan design thinking pada proposal saya apakah boleh, pak? Mohon maaf, sebelumnya Pak  meminta untuk menghubungi calon dosen pembimbing 2 terlebih dahulu, namun informasi yang saya dapat dosen pembimbing 2 didapat ketika proposal sudah diajukan pak. Mohon bantuannya. Terimakasih atas waktunya.",1,-1
28/09/20 17.42,dosen,"boleh, diperbaiki dan didiskusikan dgn calon pembimbing 2",1,-1
28/09/20 17.42,dosen,sebelum proposal,1,-1
29/09/20 12.53,mahasiswa,"Baik Pak, sedang saya diskusikan dengan Bu dosen. Terimakasih banyak atas waktunya pak.",1,-1
02/10/20 10.33,mahasiswa,"Selamat pagi Pak . Mohon maaf mengganggu waktunya. Saya  salah satu mahasiswi bimbingan skripsi bapak. Maaf pak saya ingin memberi tahu bahwa Bu dosen bersedia menjadi pembimbing 2 saya. Proposal juga sudah dikoreksi oleh Bu dosen. Proposal saya kirim ke Bapak terlebih dahulu, atau langsung saya ajukan ke filkom apps pak? Terimakasih banyak pak.",1,1
02/10/20 12.44,dosen,diajukan dulu saja mbak,1,1
02/10/20 13.41,mahasiswa,"Baik pak, terimakasih banyak.",1,1
08/10/20 13.25,mahasiswa,"Selamat siang, pak . Mohon maaf mengganggu waktunya. Saya  salah satu mahasiswa bimbingan bapak, TIF 2017. Saya ingin bertanya terkait point-point latar belakang yang perlu saya perbaiki. Saya konsultasikan kembali dengan Bu dosen atau bagaimana, pak? Terimakasih, mohon bimbingannya Pak.",1,1
08/10/20 16.02,dosen,"benar, dikonsultasikan dengan Bu dosen dl, nanti hasil revisinya baru ditunjukkan ke saya",1,1
09/10/20 11.31,mahasiswa,Baik Pak . Lalu untuk P0 menunggu hasil revisi latar belakang terlebih dahulu atau sudah bisa saya ajukan Pak?,1,1
09/10/20 12.42,dosen,"hasil revisi saja yang nanti di p0 kan sekalian,",1,1
09/10/20 12.42,dosen,minggu depan ya p0,1,1
09/10/20 14.01,mahasiswa,"Baik pak . Untuk P0nya bersamaan dengan dosen pembimbing 2 atau tidak, pak?",1,1
09/10/20 14.12,dosen,sebisa mungkin bersama,1,1
09/10/20 14.26,mahasiswa,"Baik Pak , akan saya sampaikan ke Bu dosen. Terimakasih banyak, Pak.",1,1
09/10/20 15.25,dosen,Kamis minggu depan jam 9:00 WIB ya p0,1,1
09/10/20 15.25,dosen,disiapkan,1,1
09/10/20 15.25,mahasiswa,Baik Pak ,1,1
