timestamp,sender,messages,sentiment_per_chat,sentiment_per_sesi
[14/02/20 13.08.01],mahasiswa,"Assalamu’alaikum Pak , perkenalkan saya  dari Informatika 2016. Saya mahasiswa bimbingan skripsi bapak yang mengajukan topik mengenai omzet rumah makan. Saya ingin memberitahukan bahwa saya sudah mengupload praproposal pada filkom apps. Mohon maaf jika ada salah kata dan mengganggu waktu bapak. Terima kasih",1,-1
[21/02/20 14.23.38],mahasiswa,"Assalamu’alaikum, mohon maaf mengganggu waktunya pak. Saya  mahasiswa bimbingan bapak. Apakah hari ini saya bisa bimbingan ke bapak? Saya ingin menanyakan juga mengenai filkom apps saya yg mungkin terjadi bug. Mohon maaf mengganggu waktunya pak, terima kasih banyak",1,1
[21/02/20 14.39.52],dosen,Wa'alaykumsalam. InsyaAllah hari Selasa siang ya.. Permasalahan apa di appsnya?,1,1
[21/02/20 14.40.56],mahasiswa,<image omitted>,1,1
[21/02/20 14.41.03],mahasiswa,<image omitted>,1,1
[21/02/20 14.41.22],mahasiswa,"Pada tampilan tersebut pak , sudah bersedia. Mohon maaf bila ada salah kata pak. Terima kasih",1,1
[21/02/20 14.42.00],dosen,Mgkn belum diplot dosbing 2 nya oleh KPS,1,1
[21/02/20 14.44.34],mahasiswa,"Ohh begitu ya pak, terima kasih atas infonya. Mohon maaf mengganggu waktunya pak",1,1
[25/02/20 15.02.47],mahasiswa,"Assalamu’alaikum Pak , saya  mahasiswa bimbingan skripsi bapak. Saya ingin menanyakan apakah hari ini saya bisa bimbingan ke bapak? Mohon maaf bila ada salah kata dan mengganggu waktu bapak. Terima kasih",1,-1
[30/03/20 10.45.30],mahasiswa,"Assalamu’alaikum pak , mohon maaf mengganggu waktunya. Untuk bimbingan onlinenya prosedurnya seperti apa ya pak? Terima kasih",1,1
[30/03/20 11.41.44],dosen,Wa'alaykumsalam. Bisa bimbingan via wa ini,1,1
[30/03/20 12.35.22],mahasiswa,Pengumpulan progresnya dikumpulkan melalui wa jg pak?,1,1
[30/03/20 13.12.06],dosen,Iya,1,1
[30/03/20 13.12.06],dosen,Laporannya,1,1
[30/03/20 13.46.50],mahasiswa,"Baik pak, terima kasih atas informasinya",1,1
[27/07/20 12.26.42],mahasiswa,"Assalamu'alaikum Pak . Saya  dari Informatika 2016 sebagai mahasiswa bimbingan skripsi bapak. Saya mohon maaf sebesar besarnya karena sebagai tidak ada kabar, disebabkan laptop saya terkena ransomeware (.lezp) sehingga semua data pada laptop saya terenkripsi dan saya tidak bisa membukanya, pada skripsinya sudah berhasil saya backup secara berkala, tetapi pada data yang saya gunakan hilang karena saya lupa dibackup. Baru minggu kemarin saya mendapat izin dari orangtua saya kembali ke malang agar dapat mengambil data saya kembali. Saya bertujuan untuk melanjutkan judul saya pada semester depan, dan mengajukan Bapak  menjadi pembimbing saya lagi. Apakah bapak bersedia menjadi dosen pembimbing saya pada semester depan? Sekali lagi saya minta maaf, terima kasih atas waktunya. Wassalamu'alaikum wr wb",1,1
[27/07/20 19.56.16],dosen,"Wa'alaykumsalam. Knp lama sekali ga ada kabar dan baru skrg beri kabar? Sebaiknya selalu komunikasi dgn dosen pembimbing, terutama jika ada masalah atau kendala. Jika mmg ingin msh ttp sbg pembimbing skripsi anda, maka harus rutin utk konsultasi, apapun progres yg sdh anda kerjakan, baik ada kendala maupun tidak..",-1,1
[27/07/20 20.00.22],mahasiswa,"Mohon maaf pak, saya pikir saya boleh ke malang pada april akhir trrnyata tidak boleh. Selanjutnya saya akan selalu berkonsultasi mengenai semua progresnya pak🙏",1,1
[27/07/20 20.01.58],dosen,Ok,1,1
[27/07/20 20.02.10],dosen,Komitmen anda sy catat ya..,1,1
[27/07/20 20.02.17],mahasiswa,"Terima kasih banyak pak, baik",1,1
[04/08/20 13.41.27],mahasiswa,"Assalamu’alaikum pak , untuk bimbingan skripsi apakah ada jadwalnya atau tidak? Terima kasih",1,1
[04/08/20 14.02.57],dosen,Wa'alaykumsalam.. Silakan bs sewaktu2,1,1
[04/08/20 14.04.39],mahasiswa,"Besok apakah bapak membuka bimbingan? Saya sudah mengerjakan manualisasi tetapi hasil errornya sangat tinggi, ingin menanyakan mengenai hal tersebut",1,1
[04/08/20 14.07.08],dosen,Ok,1,1
[04/08/20 14.07.53],mahasiswa,Sekiranya jam berapa ya pak?,1,1
[04/08/20 14.08.44],dosen,Silahkan dikirim sj dokumennya,-1,1
[04/08/20 14.09.53],mahasiswa,"Baik pak, saya rapihkan dulu. Besok saya kirim excel dengan berbagai fitur yang berbeda",1,1
[05/08/20 09.36.55],mahasiswa,<document omitted>,1,1
[05/08/20 09.37.02],mahasiswa,"Assalamu'alaikum pak , berikut saya lampirkan mengenai dokumen manualisasi saya, Terima kasih banyak",1,1
[05/08/20 10.00.05],dosen,Wa'alaykumsalam. Ok nnt sy cek,1,1
[05/08/20 10.03.30],mahasiswa,"Baik pak, terima kasih",1,1
[19/08/20 09.39.53],mahasiswa,"Assalamu’alaikum pak, saya sudah submit praproposal pada filkom apps atas nama . Saat ini progres saya sudah mengerjakan bab 4. Insyaallah besok akan saya lampirkan dokumennya. Terima kasih banyak atas waktunya Pak ",1,1
[19/08/20 12.24.51],mahasiswa,"Saya ingin menanyakan juga perihal flowchart, apkah harus detail atau gambaran umumnya saja pak? Terima kasih",1,1
[19/08/20 13.58.01],dosen,Flowchart bisa digambarkan alur program scr umum lalu bisa didetailkan,1,1
[19/08/20 14.02.48],mahasiswa,Baik pak terimakasish banyak,1,1
[25/08/20 08.22.02],mahasiswa,"Assalamu'alaikum pak . saya ingin menanyakan waktu bimbingan skripsi untuk membahas p0 dengan bapak. Sekiranya kapan saya bisa melakukan bimbingan? Terima kasih atas waktunya, mohon maaf mengganggu",1,1
[25/08/20 08.23.28],dosen,Silahkan bisa disampaikan disini,1,1
‎[25/08/20 08.23.54],mahasiswa,<document omitted>,1,1
[25/08/20 08.24.06],mahasiswa,"Berikut saya lampirkan mengenai dokumennya, terima kasih banyak pak",1,1
[25/08/20 08.24.18],dosen,"Ok, nnt sy cek",1,1
[25/08/20 08.25.52],mahasiswa,Baik terimakasih banyak pak,1,1
[01/09/20 09.57.32],mahasiswa,"Assalamu’alaikum Pak , saya ingin menanyakan apakah ada revisi atau saran untuk dokumen saya kemarin? Terima kasih",1,1
[04/09/20 10.40.07],dosen,<document omitted>,1,1
[04/09/20 10.40.30],dosen,Wa'alaykumsalam.. Berikut revisinya.. Perhatikan penulisannya..,1,1
[04/09/20 12.46.30],mahasiswa,"Baik pak, terimakasih banyak",1,1
