timestamp,sender,messages,sentiment_per_chat,sentiment_per_sesi
[05/09/19 2.29.49 PM],mahasiswa,"Assalamualaikum wr wb. Selamat sore pak, mohon maaf mengganggu waktunya. Saya  mahasiswa Teknik Informatika Filkom angkatan 2016, ingin mengajukan topik skripsi. Kira-kira kapan saya bisa menemui bapak ? Terima kasih pak. Wassalamualaikum Wr.Wb.",1,1
[05/09/19 4.22.35 PM],dosen,Wa'alaikumsalam wr wb. In Syaa Allah hari selasa jam 12.30.,1,1
[05/09/19 4.36.55 PM],mahasiswa,"Baik pak , terimakasih pak",1,1
[16/09/19 4.40.32 PM],dosen,"Assalamu'alaikum wr wb. , apakah ada request untuk calon dosbing dosen ke-2 anda?",1,-1
[16/09/19 6.22.52 PM],mahasiswa,"Wa'alaikumsalam wr wb Ada pak yaitu pak dosen. Tapi kalau dari menurut bapak ada saran yang lebih baik, boleh disarankan ke saya pak. Terimakasih pak.",1,-1
[16/09/19 6.29.36 PM],dosen,Tlg beri saya alternatif ke-2 selain beliau?,1,-1
[16/09/19 7.38.13 PM],mahasiswa,"Jadi saya ada 3 alternatif dosen pak yang saya request yaitu bu dosen, pak dosen , dan pak dosen.",1,-1
[17/09/19 5.51.56 AM],dosen,Noted. 👍,1,1
[19/12/19 4.28.37 PM],mahasiswa,"Assalamualaikum wr wb. Selamat sore pak, mohon maaf mengganggu waktunya dan mohon maaf saya menghubungi bapak di luar jam kerja. Saya  mahasiswa Teknik Informatika Filkom angkatan 2016, ingin berkonsultasi mengenai topik skripsi. Kira-kira kapan saya bisa menemui bapak ? Terima kasih pak. Wassalamualaikum Wr.Wb.",1,1
[19/12/19 4.35.39 PM],dosen,Wa'alaikumsalam wr wb. In Syaa Allah saya ada waktu besok senin jam 13.00.,1,1
[19/12/19 4.46.03 PM],mahasiswa,"Baik pak , terima kasih pak 🙏🏻",1,1
[26/12/19 4.02.49 PM],mahasiswa,"Assalamualaikum wr wb. Selamat sore pak, mohon maaf mengganggu waktunya. Saya  mahasiswa Teknik Informatika Filkom angkatan 2016, ingin berkonsultasi mengenai topik skripsi. Kemarin senin saya sudah menunggu di ruangan tp bapak tidak ada. Kira-kira kapan saya bisa menemui bapak ? Terima kasih pak sebelumnya. Wassalamualaikum Wr.Wb.",1,1
[26/12/19 8.41.38 PM],dosen,Wa'alaikumsalam wr wb. In Syaa Allah saya ada waktu besok jam 10.00.,1,1
[26/12/19 8.46.28 PM],mahasiswa,"Baik pak , terima kasih pak 🙏🏻",1,1
[09/01/20 3.01.45 PM],mahasiswa,"Assalamualaikum wr wb. Selamat sore pak, mohon maaf mengganggu waktunya. Saya  mahasiswa Teknik Informatika Filkom angkatan 2016, ingin berkonsultasi mengenai topik skripsi. Apakah saya bisa menemui bapak besok pada hari Jum'at? Terima kasih pak sebelumnya. Wassalamualaikum Wr.Wb.",1,1
[09/01/20 4.12.10 PM],dosen,Wa'alaikumsalam wr wb. In Syaa Allah besok jam 3 sore.,1,1
[09/01/20 4.46.26 PM],mahasiswa,"Baik pak, terima kasih pak 🙏🏻",1,1
[10/01/20 6.46.56 AM],dosen,"Assalamu'alaikum wr wb. , In Syaa Allah jadwal bimbingannya saya reschedule menjadi jam 9 pagi hari ini. 🙏",1,1
[10/01/20 9.59.24 AM],mahasiswa,Waalaikumsalam wr wb. Mohon maaf Pak . Saya habis jatuh di kamar mandi waktu siap-siap mau ke kampus tadi. Untuk sekarang saya belum bisa ke kampus pak. Apakah untuk bimbingannya bisa diganti hari pada hari senin pak? Terima kasih pak🙏🏻,1,1
[10/01/20 10.02.52 AM],dosen,In Syaa Allah besok senin jam 10 pagi.,1,1
[10/01/20 10.09.06 AM],mahasiswa,"Baik pak, terima kasih banyak pak 🙏🏻",1,1
