,timestamp,sender,messages,sentiment_per_chat,sentiment_per_sesi,session_index,file_index,preprocessed
0,18/11/19,mahasiswa,"Assalamualaikum Wr.Wb, pak. Saya [MHS] mahasiswi Informatika 16 mau berkonsultasi terkait penulisan skripsi saya. Kira-kira kapan saya dapat menemui Bapak? Terima kasih pak. Maaf mengganggu sebelumnya🙏",1,1,0,12,"['assalamualaikum', 'wr', 'wb', 'mahasiswa', 'mahasiswi', 'informatika', '16', 'konsultasi', 'kait', 'tulis', 'skripsi', 'temu', 'terima', 'kasih', 'maaf', 'ganggu']"
1,18/11/19,dosen,InsyaAllah besok siang setelah sholat Dzuhur ya.,1,1,0,12,"['insyaallah', 'besok', 'siang', 'sholat', 'dzuhur', 'iya']"
2,18/11/19,mahasiswa,"Baik pak, terima kasih🙏",1,1,0,12,"['terima', 'kasih']"
3,19/11/19,dosen,Nanti InsyaAllah ditunda sekitar jam 13 ya.,1,1,1,12,"['insyaallah', 'tunda', 'jam', '13', 'iya']"
4,19/11/19,mahasiswa,"Baik pak, terima kasih🙏",1,1,1,12,"['terima', 'kasih']"
5,22/11/19,mahasiswa,"Assalamualaikum Wr.Wb, Pak. Perihal dokumen skripsi yang beberapa hari lalu saya berikan kepada Bapak, kira-kira kapan dan dimana saya bisa menemui Bapak untuk konsultasi skripsi saya? Terima kasih pak. Maaf mengganggu sebelumnya🙏",1,1,2,12,"['assalamualaikum', 'wr', 'wb', 'perihal', 'dokumen', 'skripsi', 'ikan', 'temu', 'konsultasi', 'skripsi', 'terima', 'kasih', 'maaf', 'ganggu']"
6,22/11/19,dosen,InsyaAllah siang nanti sekitar jam 13:30.,1,1,2,12,"['insyaallah', 'siang', 'jam', '13', '30']"
7,22/11/19,mahasiswa,Baik pak. Terima kasih.,1,1,2,12,"['terima', 'kasih']"
8,09/12/19,mahasiswa,"Assalamualaikum Wr.Wb, Pak. Saya mau berkonsultasi terkait revisi penulisan skripsi saya beberapa minggu lalu. Kira-kira kapan saya dapat menemui Bapak ya? Terima kasih pak. Maaf mengganggu sebelumnya🙏",1,1,3,12,"['assalamualaikum', 'wr', 'wb', 'konsultasi', 'kait', 'revisi', 'tulis', 'skripsi', 'minggu', 'temu', 'iya', 'terima', 'kasih', 'maaf', 'ganggu']"
9,09/12/19,dosen,Besok sekitar jam 13 ya.,1,1,3,12,"['besok', 'jam', '13', 'iya']"
10,09/12/19,mahasiswa,Baik pak. Terima kasih.,1,1,3,12,"['terima', 'kasih']"
