,timestamp,sender,messages,sentiment_per_chat,sentiment_per_sesi,session_index,file_index,preprocessed
0,28/9/10,mahasiswa,"Assalamualaikum Wr. Wb. Selamat siang Pak [DOSEN], mohon maaf mengganggu waktunya. Perkenalkan nama saya [MHS] (TIF’17). Saya salah satu mahasiswa bimbingan skripsi bapak. Saya ingin bertanya terkait pelaksanaan p0 skripsi saya. Saya sudah melaksanakan p0 dengan dosen 1 saya yakni Pak [DOSEN] melalui vidio e-mail. Berkaitan dengan hal tersebut dan Bapak sebagai dosen pembimbing 2 saya, bagaimana ya Pak untuk mekanisme bimbingan dan P0 secara daring kepada Bapak? Terima kasih Bapak atas waktunya. Wassalamualaikum Wr. Wb",1,-1,0,1,"['assalamualaikum', 'wr', 'wb', 'selamat', 'siang', 'dosen', 'mohon', 'maaf', 'ganggu', 'kenal', 'nama', 'mahasiswa', 'teknik informatika', '17', 'salah', 'mahasiswa', 'bimbing', 'skripsi', 'kait', 'laksana', 'p0', 'skripsi', 'laksana', 'p0', 'dosen', '1', 'dosen', 'vidio', 'e-mail', 'kait', 'dosen', 'bimbing', '2', 'iya', 'mekanisme', 'bimbing', 'p0', 'daring', 'terima', 'kasih', 'wassalamualaikum', 'wr', 'wb']"
1,28/9/20,dosen,"Waalaikumsalam, ya mbak ",-1,-1,1,1,"['waalaikumsalam', 'iya', 'mbak']"
2,28/9/20,mahasiswa,"Maaf Bapak, untuk vidio P0 dan melakukan bimbingan kepada Bapak dikirim melalui apa ya Pak? ",1,-1,1,1,"['maaf', 'vidio', 'p0', 'laku', 'bimbing', 'kirim', 'iya']"
3,29/9/20,mahasiswa,"Assalamualaikum Wr Wb, mohon maaf mengganggu waktunya Pak [DOSEN]. Saya [MHS] ingin bertanya untuk pengiriman vidio P0 dan melakukan bimbingan kepada Bapak melalui media apa ya Pak? Terima kasih banyak Bapak atas waktunya. Wassalamualaikum Wr. Wb. ",1,-1,2,1,"['assalamualaikum', 'wr', 'wb', 'mohon', 'maaf', 'ganggu', 'dosen', 'mahasiswa', 'kirim', 'vidio', 'p0', 'laku', 'bimbing', 'media', 'iya', 'terima', 'kasih', 'wassalamualaikum', 'wr', 'wb']"
4,2/10/20,mahasiswa,<DOC>,1,1,3,1,['doc']
5,2/10/20,mahasiswa,"Assalamualaikum Wr Wb, mohon maaf mengganggu waktunya Pak [DOSEN]. Saya [MHS] dari angkatan 2017 ingin melakukan bimbingan skripsi. Berikut saya lampirkan proposal skripsi saya. Terima kasih banyak atas waktunya. Wassalamualaikum Wr. Wb. ",1,1,3,1,"['assalamualaikum', 'wr', 'wb', 'mohon', 'maaf', 'ganggu', 'dosen', 'mahasiswa', 'angkat', '2017', 'laku', 'bimbing', 'skripsi', 'lampir', 'proposal', 'skripsi', 'terima', 'kasih', 'wassalamualaikum', 'wr', 'wb']"
6,2/10/20,dosen,"Ya mbak, sy bacanya dulu ",1,1,3,1,"['iya', 'mbak', 'baca']"
7,2/10/20,mahasiswa,Baik Bapak,1,1,3,1,[]
8,5/10/20,mahasiswa,"Assalamualaikum Wr Wb, mohon maaf mengganggu waktunya Pak [DOSEN]. Izin bertanya untuk proposal skripsi saya bagaimana ya pak? Terima kasih banyak Bapak atas waktunya. Wassalamualaikum Wr Wb ",1,-1,4,1,"['assalamualaikum', 'wr', 'wb', 'mohon', 'maaf', 'ganggu', 'dosen', 'izin', 'proposal', 'skripsi', 'iya', 'terima', 'kasih', 'wassalamualaikum', 'wr', 'wb']"
9,7/10/20,mahasiswa,"Assalamualaikum Wr Wb, sebelumnya mohon maaf mengganggu waktunya Pak [DOSEN]. Terkait dokumen proposal skripsi yang saya kirimkan hari jumat, apakah ada masukan, Pak? Dan saya telah mengisi logbook bimbingan di filkom apps, sekiranya apakah Bapak bersedia untuk validasi? Terima kasih banyak Bapak ",1,-1,5,1,"['assalamualaikum', 'wr', 'wb', 'mohon', 'maaf', 'ganggu', 'dosen', 'kait', 'dokumen', 'proposal', 'skripsi', 'kirim', 'jumat', 'masuk', 'isi', 'logbook', 'bimbing', 'filkom', 'apps', 'sekira', 'sedia', 'validasi', 'terima', 'kasih']"
