,timestamp,sender,messages,sentiment_per_chat,sentiment_per_sesi,session_index,file_index,preprocessed
0,28/09/20,mahasiswa,"Selamat sore, Pak [DOSEN]. Mohon maaf mengganggu waktunya. Saya  salah satu mahasiswi bimbingan bapak prodi TIF 2017. Saya ingin bertanya pak, sebelumnya pada pra-proposal saya metode yang saya gunakan untuk perancangan ux adalah design sprint. Setelah saya pelajari lebih lanjut, design sprint tidak dapat diterapkan pada studi kasus saya di SDN Wates. Saya ingin mengganti metode dengan design thinking pada proposal saya apakah boleh, pak? Mohon maaf, sebelumnya Pak  meminta untuk menghubungi calon dosen pembimbing 2 terlebih dahulu, namun informasi yang saya dapat dosen pembimbing 2 didapat ketika proposal sudah diajukan pak. Mohon bantuannya. Terimakasih atas waktunya.",1,-1,0,16,"['selamat', 'sore', 'dosen', 'mohon', 'maaf', 'ganggu', 'salah', 'mahasiswi', 'bimbing', 'prodi', 'teknik informatika', '2017', 'pra-proposal', 'metode', 'ancang', 'ux', 'design', 'sprint', 'ajar', 'design', 'sprint', 'terap', 'studi', 'sdn', 'wates', 'ganti', 'metode', 'design', 'thinking', 'proposal', 'mohon', 'maaf', 'hubung', 'calon', 'dosen', 'bimbing', '2', 'informasi', 'dosen', 'bimbing', '2', 'proposal', 'aju', 'mohon', 'bantu', 'terima kasih']"
1,28/09/20,dosen,"boleh, diperbaiki dan didiskusikan dgn calon pembimbing 2",1,-1,0,16,"['diskusi', 'calon', 'bimbing', '2']"
2,28/09/20,dosen,sebelum proposal,1,-1,0,16,['proposal']
3,29/09/20,mahasiswa,"Baik Pak, sedang saya diskusikan dengan Bu [DOSEN]. Terimakasih banyak atas waktunya pak.",1,-1,1,16,"['diskusi', 'dosen', 'terima kasih']"
4,02/10/20,mahasiswa,"Selamat pagi Pak [DOSEN]. Mohon maaf mengganggu waktunya. Saya [MHS] salah satu mahasiswi bimbingan skripsi bapak. Maaf pak saya ingin memberi tahu bahwa Bu dosen bersedia menjadi pembimbing 2 saya. Proposal juga sudah dikoreksi oleh Bu dosen. Proposal saya kirim ke Bapak terlebih dahulu, atau langsung saya ajukan ke filkom apps pak? Terimakasih banyak pak.",1,1,2,16,"['selamat', 'pagi', 'dosen', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'salah', 'mahasiswi', 'bimbing', 'skripsi', 'maaf', 'dosen', 'sedia', 'bimbing', '2', 'proposal', 'koreksi', 'dosen', 'proposal', 'kirim', 'langsung', 'aju', 'filkom', 'apps', 'terima kasih']"
5,02/10/20,dosen,diajukan dulu saja mbak,1,1,2,16,"['aju', 'mbak']"
6,02/10/20,mahasiswa,"Baik pak, terimakasih banyak.",1,1,2,16,['terima kasih']
7,08/10/20,mahasiswa,"Selamat siang, pak [DOSEN]. Mohon maaf mengganggu waktunya. Saya [MHS] salah satu mahasiswa bimbingan bapak, TIF 2017. Saya ingin bertanya terkait point-point latar belakang yang perlu saya perbaiki. Saya konsultasikan kembali dengan Bu dosen atau bagaimana, pak? Terimakasih, mohon bimbingannya Pak.",1,1,3,16,"['selamat', 'siang', 'dosen', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'salah', 'mahasiswa', 'bimbing', 'teknik informatika', '2017', 'kait', 'poin', 'latar', 'konsultasi', 'dosen', 'terima kasih', 'mohon', 'bimbing']"
8,08/10/20,dosen,"benar, dikonsultasikan dengan Bu [DOSEN] dl, nanti hasil revisinya baru ditunjukkan ke saya",1,1,3,16,"['konsultasi', 'dosen', 'hasil', 'revisi']"
9,09/10/20,mahasiswa,Baik Pak [DOSEN]. Lalu untuk P0 menunggu hasil revisi latar belakang terlebih dahulu atau sudah bisa saya ajukan Pak?,1,1,4,16,"['dosen', 'p0', 'tunggu', 'hasil', 'revisi', 'latar', 'aju']"
