,timestamp,sender,messages,sentiment_per_chat,sentiment_per_sesi,session_index,file_index,preprocessed
0,15/6/20,mahasiswa,"Assalamualaikum Pak [DOSEN], mohon maaf mengganggu waktunya, nama saya [MHS] dari angkatan 2017. Ingin bertanya untuk ketersediaan bapak menjadi pembimbing skripsi 1 saya. Sebelumnya, saya sudah memiliki topik sentimen analisis mengenai produk layanan Indihome dengan metode k-nearest neighbor dan information gain. Apakah topik saya dapat diangkat untuk penelitian skripsi pak? Terima kasih bapak atas waktunya",1,-1.0,0,0,"['assalamualaikum', 'dosen', 'mohon', 'maaf', 'ganggu', 'nama', 'mahasiswa', 'angkat', '2017', 'sedia', 'bimbing', 'skripsi', '1', 'milik', 'topik', 'sentimen', 'analisis', 'kena', 'produk', 'layan', 'indihome', 'metode', 'k-nearest', 'neighbor', 'information', 'gain', 'topik', 'angkat', 'teliti', 'skripsi', 'terima', 'kasih']"
1,15/6/20,dosen,"Wa'alaikumsalam Wr. Wb. Baik, saya bersedia. In Syaa Allah topik tersbt layak, nanti posisinya bisa dimap lebih dalam pada kajian pustaka. ",1,-1.0,0,0,"['wa', 'alaikumsalam', 'wr', 'wb', 'sedia', 'syaa', 'allah', 'topik', 'layak', 'posisi', 'map', 'kaji', 'pustaka']"
2,15/6/20,mahasiswa,"Baik bapak, terimakasih. Mohon maaf sebelumnya pak, saya ingin bertanya bagaimana untuk mekanisme bimbingan secara daring kepada bapak? ",1,-1.0,0,0,"['terima kasih', 'mohon', 'maaf', 'mekanisme', 'bimbing', 'daring']"
3,16/6/20,dosen,"Baik [MHS],  Silahkan dikirimkan dokumen bimbingan minimal per 1-2 mingguan utk pra Proposal/P0/P1/P2 sampai *Semhas/*Sidang.. Tlg cantumkan secara detail di dalam content email: + lampirkan draft file dok skripsi dlm .doc/.docx + ppt P0/P1/P2/Semhas/Sidang (jika mau P0/P1/P2/Semhas/Sidang), contoh ppt sdh ada di link grup kelas, tinggal diganti isinya atau dgn template lain + beberapa screenshoot hasil running program (jika sdh ada) + deskripsi point"" revisi sebelumnya (jika sdh ada)  + deskripsi point"" progress yg baru selesai dikerjakan (jika sdh ada) + hal"" yg ditanyakan (jika ada) + dll  *)utk Semhas/Sidang ditetapkan semuanya dilakukan online/daring dengan google Meet/Zoom/ lainnya.  Kirimkan ke [DOSEN]cs@ub.ac.id  #cegah Covid-19 > Ikhtiyar yg optimal (seperti physical & social distance (sebaiknya hindari/meminimalkan dulu berkumpul dgn mhs/org lain dan hindari kerja kelompok), stay at home/kos (batasi keluar, kecuali jika memang sangat penting dan urgent dgn pakai masker dan lainnya), jgn mudik dulu, gerakan hidup sehat dan bersih, dll) ==> lahir > Do'a dan Tawakal ==> batin  Semoga sukses untuk skripsi dan semuanya dan semoga kita semua terhindar dari bahaya/penyakit/wabah apapun. Aamiin.   Mohon maaf jika ada salah dan khilaf, Tetap selalu jaga Sikap Sopan, Santun dan Menyejukkan. Terimakasih.  [DOSEN] ",1,1.0,1,0,"['mahasiswa', 'silah', 'kirim', 'dokumen', 'bimbing', 'minimal', '1-2', 'minggu', 'pra', 'proposal', 'p0', 'p1', 'p2', 'seminar hasil', 'sidang', 'tolong', 'cantum', 'detail', 'content', 'email', 'lampir', 'draft', 'dokumen', 'dokumen', 'skripsi', 'dlm', 'doc', 'docx', 'power point', 'p0', 'p1', 'p2', 'seminar hasil', 'sidang', 'p0', 'p1', 'p2', 'seminar hasil', 'sidang', 'contoh', 'power point', 'link', 'grup', 'kelas', 'tinggal', 'ganti', 'isi', 'contoh', 'screenshoot', 'hasil', 'running', 'program', 'deskripsi', 'poin', 'revisi', 'deskripsi', 'poin', 'progres', 'selesai', 'kerja', 'dan lain-lain', 'seminar hasil', 'sidang', 'laku', 'online', 'daring', 'google', 'meet', 'zoom', 'kirim', 'dosen', 'email', 'cegah', 'covid-19', 'ikhtiyar', 'optimal', 'physical', 'social', 'distance', 'hindar', 'minimal', 'kumpul', 'mahasiswa', 'org', 'hindar', 'kerja', 'kelompok', 'stay', 'home', 'kos', 'batas', 'kecuali', 'urgent', 'pakai', 'masker', 'mudik', 'gera', 'hidup', 'sehat', 'bersih', 'dan lain-lain', 'lahir', 'tawakal', 'batin', 'moga', 'sukses', 'skripsi', 'moga', 'hindar', 'bahaya', 'sakit', 'wabah', 'aamiin', 'mohon', 'maaf', 'salah', 'khilaf', 'jaga', 'sikap', 'sopan', 'santun', 'sejuk', 'terima kasih', 'dosen']"
4,16/6/20,mahasiswa,"Baik bapak, terimakasih banyak informasinya ",1,1.0,1,0,"['terima kasih', 'informasi']"
5,17/6/20,mahasiswa,"Assalamualaikum wr wb Pak [DOSEN], mohon maaf mengganggu waktunya. Saya [MHS] dari angkatan 2017 sudah mengirim praprosal skripsi melalui email pak. Terimakasih bapak atas waktunya ",1,-1.0,2,0,"['assalamualaikum', 'wr', 'wb', 'dosen', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'angkat', '2017', 'kirim', 'praprosal', 'skripsi', 'email', 'terima kasih']"
6,18/6/20,dosen,"Wa'alaikumsalam wr wb. Baik [MHS], In Syaa Allah segera saya review. ",1,1.0,3,0,"['wa', 'alaikumsalam', 'wr', 'wb', 'mahasiswa', 'syaa', 'allah', 'ulas']"
7,18/6/20,mahasiswa,"Baik bapak, terima kasih banyak  ",1,1.0,3,0,"['terima', 'kasih']"
8,22/6/20,mahasiswa,"Assalamualaikum wr wb, mohon maaf mengganggu waktunya Pak [DOSEN]. Saya [MHS], ingin bertanya untuk praproposal yang saya kirim melalui email apakah disetujui pak? Dikarenakan saya melihat kuota untuk menjadikan bapak pembimbing 1 tersisa sedikit. Terima kasih bapak sebelumnya  ",1,1.0,4,0,"['assalamualaikum', 'wr', 'wb', 'mohon', 'maaf', 'ganggu', 'dosen', 'mahasiswa', 'praproposal', 'kirim', 'email', 'tuju', 'lihat', 'kuota', 'bimbing', '1', 'sisa', 'terima', 'kasih']"
9,22/6/20,dosen,"Wa'alaikumsalam Wr. Wb. Silahkan diupload dulu ke Filkom dulu [MHS], tidak apa"". Berikut hasil review adri saya ",1,1.0,4,0,"['wa', 'alaikumsalam', 'wr', 'wb', 'silah', 'diupload', 'filkom', 'mahasiswa', 'hasil', 'ulas', 'adri']"
