,timestamp,sender,messages,sentiment_per_chat,sentiment_per_sesi,session_index,file_index,preprocessed
0,10/13/20 ,mahasiswa,"Assalamualaikum Wr. Wb. Pak, selamat pagi, mohon maaf mengganggu waktunya. Saya [MHS] mahasiswa Teknik Informatika angkatan 2017 ingin memberikan informasi bahwasanya saya mendapat bimbingan skripsi dengan Bapak selaku dosen pembimbing 2. Perihal surat tugasnya pun sudah terbit pada tanggal 9 Oktober lalu. Adapun yang ingin saya tanyakan Pak, untuk berkomunikasi lebih lanjut dengan Bapak terkait pengerjaan skripsi dapat dilakukan melalui media apa ya Pak? Mohon maaf bila ada salah kata Pak, terima kasih, Wassalamualaikum Wr. Wb. 🙏",1,1,0,2,"['assalamualaikum', 'wr', 'wb', 'selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'mahasiswa', 'teknik', 'informatika', 'angkat', '2017', 'informasi', 'bimbing', 'skripsi', 'dosen', 'bimbing', '2', 'perihal', 'surat', 'tugas', 'terbit', 'tanggal', '9', 'oktober', 'komunikasi', 'kait', 'kerja', 'skripsi', 'laku', 'media', 'iya', 'mohon', 'maaf', 'salah', 'terima', 'kasih', 'wassalamualaikum', 'wr', 'wb']"
1,10/13/20 ,dosen,Wa'alaykumsalam. Via wa ini sj ya,1,1,0,2,"['wa', 'alaykumsalam', 'via', 'wa', 'iya']"
2,10/13/20 ,mahasiswa,"Baik Pak. Perihal waktu bimbingannya sendiri, apakah terdapat ketentuan pada hari dan jam tertentu?",1,1,0,2,"['perihal', 'bimbing', 'jam']"
3,10/13/20 ,dosen,Biasanya hari Kamis atau Jumat,1,1,0,2,"['kamis', 'jumat']"
4,10/13/20 ,mahasiswa,"Baik Pak. Lalu untuk pelaksanaan P0, apakah terdapat waktu tertentu atau nanti akan ditentukan dan dibahas setelah melakukan bimbingan terlebih dahulu ya Pak?",1,1,0,2,"['laksana', 'p0', 'bahas', 'laku', 'bimbing', 'iya']"
5,10/13/20 ,dosen,Pembimbing 1 nya siapa?,1,1,0,2,"['bimbing', '1', 'nya']"
6,10/13/20 ,mahasiswa,"Pembimbing 1 saya [DOSEN], Pak",1,1,0,2,"['bimbing', '1', 'dosen']"
7,10/13/20 ,dosen,"Ok, bs langsung P0",1,1,0,2,"['oke', 'langsung', 'p0']"
8,10/13/20 ,mahasiswa,"Baik pak , nanti akan saya persiapkan untuk P0-nya pada hari Kamis. Terima kasih banyak Pak, mohon maaf mengganggu waktunya. 🙏",1,1,0,2,"['p0-nya', 'kamis', 'terima', 'kasih', 'mohon', 'maaf', 'ganggu']"
9,10/15/20 ,mahasiswa,"Assalamualaikum Wr. Wb., Pak. Mohon maaf mengganggu waktunya. Saya [MHS] mahasiswa Teknik Informatika angkatan 2017, dengan pak [DOSEN] sebagai dosen pembimbing 2 saya. Mohon izin bertanya Pak, perihal bimbingan dan P0 pada hari ini akan dilaksanakan dengan mekanisme seperti apa ya Pak? Apakah melalui video conference? Dan untuk waktunya kira-kira dilaksanakan pukul berapa ya Pak? Mohon maaf bila ada salah kata Pak, terima kasih, Wassalamualaikum Wr. Wb. 🙏",1,1,1,2,"['assalamualaikum', 'wr', 'wb', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'mahasiswa', 'teknik', 'informatika', 'angkat', '2017', 'dosen', 'dosen', 'bimbing', '2', 'mohon', 'izin', 'perihal', 'bimbing', 'p0', 'laksana', 'mekanisme', 'iya', 'video', 'conference', 'laksana', 'iya', 'mohon', 'maaf', 'salah', 'terima', 'kasih', 'wassalamualaikum', 'wr', 'wb']"
