,timestamp,sender,messages,sentiment_per_chat,sentiment_per_sesi,session_index,file_index,preprocessed
0,23/05/19,dosen,[MHS] judulmu apa ada perubahan?,1,1,0,5,"['mahasiswa', 'judul', 'ubah']"
1,23/05/19,mahasiswa,Tidak ada bu. Jadi yg location based service,1,1,0,5,"['location', 'based', 'service']"
2,23/05/19,mahasiswa,Asal ada pendukungnya kata pak Komang ngga apa2. Pendukungnya sudah saya masukkan jg ke bab 2,1,1,0,5,"['dukung', 'komang', 'apa-apa', 'dukung', 'masuk', 'bab', '2']"
3,23/05/19,dosen,Ok,1,1,0,5,['oke']
4,23/05/19,dosen,[MHS] saya blm bs masukin p2 soalnya logbookmu masih kurang,1,1,0,5,"['mahasiswa', 'masukkan', 'p2', 'logbookmu']"
5,23/05/19,mahasiswa,Yg pak komang belum masuk ya bu?,1,1,0,5,"['komang', 'masuk', 'iya']"
6,23/05/19,mahasiswa,"Perlu saya hubungi pak Komang, bu? ",1,1,0,5,"['hubung', 'komang']"
7,23/05/19,dosen,Iya pak komang kurang 1,1,1,0,5,"['iya', 'komang', '1']"
8,23/05/19,mahasiswa,Belum diacc bu logbook saya dgn pak Komang,1,1,0,5,"['diacc', 'logbook', 'komang']"
9,23/05/19,dosen,Iya gpp masi sampe besok batas p2nya,1,1,0,5,"['iya', 'tidak apa-apa', 'mas', 'besok', 'batas', 'p2nya']"
10,23/05/19,mahasiswa,Ooo oke bu. Saya hubungi pak Komang ya?,1,1,0,5,"['ooo', 'oke', 'hubung', 'komang', 'iya']"
11,23/05/19,dosen,Iya,1,1,0,5,['iya']
12,23/05/19,mahasiswa,Baik bu,1,1,0,5,[]
13,01/07/19,dosen,[MHS] gmn tmnmu ada yg minat ngoding?,1,1,1,5,"['mahasiswa', 'tmnmu', 'minat', 'ngoding']"
14,01/07/19,mahasiswa,"Sbtr bu, nanti sore teman saya memberi kabar ",1,1,1,5,"['sbtr', 'sore', 'teman', 'kabar']"
15,01/07/19,mahasiswa,"Assalamuaikum bu [DOSEN], selamat sore, maaf teman saya katanya ragu Bu jd sepertinya menolak. Mohon maaf bu ",1,1,1,5,"['assalamuaikum', 'dosen', 'selamat', 'sore', 'maaf', 'teman', 'ragu', 'tolak', 'mohon', 'maaf']"
16,01/07/19,dosen,Wass. Iya gpp,1,1,1,5,"['wass', 'iya', 'tidak apa-apa']"
17,01/07/19,mahasiswa,Baik bu,1,1,1,5,[]
18,03/07/19,mahasiswa,"Selamat sore bu [DOSEN], berhubung saya ingin tangan persrtujuan skripsi, apa besok ibu ada di kampus? Kalau ada, jam berapa ya bu? ",1,-1,2,5,"['selamat', 'sore', 'dosen', 'hubung', 'tangan', 'persrtujuan', 'skripsi', 'besok', 'kampus', 'jam', 'iya']"
19,03/07/19,mahasiswa,Minta tanda tangan*,1,-1,2,5,"['tanda', 'tangan']"
20,03/07/19,mahasiswa,Maaf bu typo,1,-1,2,5,"['maaf', 'tipo']"
21,04/07/19,dosen,Jam set 1 y,1,1,3,5,"['jam', 'set', '1', 'ya']"
22,04/07/19,mahasiswa,"Baik bu, terima kasih ",1,1,3,5,"['terima', 'kasih']"
23,16/07/19,mahasiswa,"Assalamualaikum, selamat pagi bu [DOSEN]. Hari ini saya mau memberikan undangan utk sidang saya hari Kamis pagi, bu. Kalau boleh tau, ibu bisa ditemui jam berapa ya bu untuk hari ini? Terima kasih bu, mohon maaf mengganggu ",1,1,4,5,"['assalamualaikum', 'selamat', 'pagi', 'dosen', 'undang', 'sidang', 'kamis', 'pagi', 'temu', 'jam', 'iya', 'terima', 'kasih', 'mohon', 'maaf', 'ganggu']"
24,16/07/19,dosen,Wass. Jam 12 sj,1,1,4,5,"['wass', 'jam', '12']"
25,16/07/19,mahasiswa,Baik bu terima kasih,1,1,4,5,"['terima', 'kasih']"
26,16/07/19,mahasiswa,"Selamat siang, bu [DOSEN], mohon maaf bu, ternyata dari akademik baru selesai proses undangannya jam 2 siang nanti ",1,1,4,5,"['selamat', 'siang', 'dosen', 'mohon', 'maaf', 'nyata', 'akademik', 'selesai', 'proses', 'undang', 'jam', '2', 'siang']"
27,16/07/19,dosen,Ya nanti tlg ditaruh meja saya,1,1,4,5,"['iya', 'tolong', 'taruh', 'meja']"
28,16/07/19,mahasiswa,Baik bu terima kasih,1,1,4,5,"['terima', 'kasih']"
29,18/07/19,mahasiswa,"Assalamualaikum, selamat pagi bu [DOSEN], mohon maaf, untuk kedua pengujinya sudah datang bu. Di ruang F4.5 ",1,1,5,5,"['assalamualaikum', 'selamat', 'pagi', 'dosen', 'mohon', 'maaf', 'uji', 'ruang', 'f4', '5']"
30,18/07/19,dosen,Ok saya jlm,1,1,5,5,"['oke', 'jlm']"
31,02/08/19,mahasiswa,"Selamat pagi bu [DOSEN], apa nanti sore sekitar jam 2 atau 3 masih ada di ruangan? Saya masih menunggu ttd dr pak Tri bu, jd mungkin setelah solat Jumat baru bisa diambil lembar pengesahannya. Ingin sekalian mengumpulkan artefak & ttd form revisi kalau misal ibu ms ada di ruangan. Terima kasih bu ",1,1,6,5,"['selamat', 'pagi', 'dosen', 'sore', 'jam', '2', '3', 'ruang', 'tunggu', 'tanda tangan', 'tri', 'solat', 'jumat', 'ambil', 'lembar', 'kesah', 'kumpul', 'artefak', 'tanda tangan', 'form', 'revisi', 'microsoft', 'ruang', 'terima', 'kasih']"
32,02/08/19,dosen,Iya gpp,1,1,6,5,"['iya', 'tidak apa-apa']"
33,02/08/19,mahasiswa,Baik bu terima kasih,1,1,6,5,"['terima', 'kasih']"
34,14/02/20,dosen,"[MHS], apa kabar? ",1,-1,7,5,"['mahasiswa', 'kabar']"
35,14/02/20,dosen,Makasi ya oleh2nya yg disampein sama faishal,1,-1,7,5,"['makas', 'iya', 'oleh2nya', 'disampein', 'faishal']"
36,15/02/20,mahasiswa,"Baik bu [DOSEN], alhamdulillah ",1,1,8,5,"['dosen', 'alhamdulillah']"
37,15/02/20,mahasiswa,Iya bu sedikit terima kasih dr saya dan faisal hehehe semoga bermanfaat,1,1,8,5,"['iya', 'terima', 'kasih', 'faisal', 'hehehe', 'moga', 'manfaat']"
38,15/02/20,dosen,Iyaa..,1,1,8,5,['iyaa']
39,15/02/20,dosen,Sukses terus ya [MHS],1,1,8,5,"['sukses', 'iya', 'mahasiswa']"
40,15/02/20,mahasiswa,"Ya bu terima kasih , ibu juga. Nitip heru sm hezki, marahin aja bu si hezki kalo males2 ",1,1,8,5,"['iya', 'terima', 'kasih', 'nitip', 'heru', 'hezki', 'marahin', 'si', 'hezki', 'males2']"
41,15/02/20,dosen,Wkwkwkwk...iya beres..,1,1,8,5,"['wkwkwkwkiya', 'beres']"
42,21/02/20,mahasiswa,"Bu [DOSEN], kemaren sudah saya terima flashdrivenya . Terima kasih ya bu. Semoga bermanfaat buat saya ",1,-1,9,5,"['dosen', 'kemarin', 'terima', 'flashdrivenya', 'terima', 'kasih', 'iya', 'moga', 'manfaat']"
43,21/02/20,dosen,Iya [MHS]..sama2 ya,1,-1,9,5,"['iya', 'mahasiswa', 'iya']"
44,21/02/20,dosen,Mudah2an dipake jg. .,1,-1,9,5,"['mudah2an', 'dipake']"
45,21/02/20,dosen,Faishal langsung balik ya abis wisuda?,1,-1,9,5,"['faishal', 'langsung', 'iya', 'habis', 'wisuda']"
